"6E5","27"
"6E6","27"
"6E6","35"
"6E7","27"
"6E8","30"
"6E8G","37"
"6EA7","29"
"6F16","26"
"6F21","26"
"6F6G","27"
"6F7","36"
"6FX4","46"
"6G5","41"
"6GG6","46"
"6H31","29"
"6H4","20"
"6H6","21"
"6H6","52"
"6H6G","21"
"6J5G","22"
"6J6","35"
"6J7G","26"
"6K7G","26"
"6K8G","37"
"6L12","35"
"6L13","35"
"6L18","22"
"6L19","35"
"6L34","22"
"6L6G","24"
"6L6GC (JJE)","26"
"6M2","41"
"6N7G","35"
"6PT5","22"
"6Q4","22"
"6Q7G","32"
"6Q8","29"
"6R4","22"
"6R7","46"
"6RH2","22"
"6S2","45"
"6SC7","35"
"6SL7GT","35"
"6T8","33"
"6U3","45"
"6U4","45"
"6U5","41"
"6V3","45"
"6V4","46"
"6V6G","24"
"6V6S (JJE)","26"
"6W2","45"
"6W4","45"
"6W5","46"
"6X2","45"
"6X3","45"
"6X4","46"
"6X5","46"
"6X5G","46"
"6X5GT","46"
"6Y2D","45"
"6Y3","45"
"6Y5","46"
"6Z3","45"
"6Z40","46"
"6Z4","46"
"6Z5","46"
"6Z6","51"
"6ZDH3","32"
"6ZP1","27"
"6ZY5","46"
"7009","05"
"7027 (JJE)","26"
"70","35"
"70406","22"
"70407","22"
"70409","22"
"70411","22"
"70416","22"
"70417","22"
"70419","22"
"70450","21"
"70502","22"
"70503","22"
"70504","22"
"70550","21"
"70551","21"
"70580","22"
"70581","22"
"71","23"
"71401","23"
"71402","23"
"71403","23"
"71411","23"
"71412","23"
"71414","23"
"71510","23"
"7153","05"
"7193","22"
"71A","22"
"71A","23"
"71B","22"
"72404","23"
"72406","23"
"73301","45"
"73302","46"
"73401","23"
"73402","23"
"73403","23"
"74301","46"
"74303","46"
"7475","07"
"75","23"
"75301","46"
"75302","45"
"75303","46"
"75305","46"
"75","32"
"7591S (JJE)","27"
"75A","23"
"75C1","07"
"75H","23"
"76","22"
"76301","46"
"76303","46"
"77","26"
"77304","45"
"77305","46"
"77E","26"
"78","26"
"78E","26"
"79301","44"
"79","35"
"7977","05"
"7980","07"
"7A6","52"
"7C4","20"
"7G7","26"
"7X6","51"
"7Y4","46"
"7Y7","46"
"7Z4","46"
"801A","23"
"8037","05"
"80","46"
"80G","46"
"80S","46"
"81","45"
"81M","45"
"82","46"
"83","46"
"8353","04"
"83A1","07"
"83V","46"
"841","23"
"8421","05"
"842","23"
"8423","05"
"843","23"
"8433","04"
"84","46"
"84/6Z4","46"
"8502","05"
"85A1","07"
"85A2","07"
"8754","05"
"879","45"
"8843","01"
"88","46"
"89RS","17"
"8P24","27"
"9002","22"
"9004","45"
"9005","45"
"9006","45"
"90","22"
"9072","22"
"90AC","22"
"90AG","13"
"90AV","13"
"90C1","07"
"90CG","13"
"90CV","13"
"90V9","45"
"914","13"
"917","13"
"9172","13"
"921","13"
"922","13"
"923","13"
"9233","13"
"924","13"
"925","13"
"926","13"
"9271","13"
"927","13"
"9272","13"
"928","13"
"930","13"
"951F","46"
"96","45"
"9910","58"
"9910","63"
"99","22"
"9PA35","27"
"9PW4L","27"
"A224","24"
"A227","22"
"A235","24"
"A245","23"
"A247","27"
"A25","23"
"A255","32"
"A256","22"
"A257","26"
"A258","26"
"A4006B","32"
"A4110","22"
"A430N","22"
"A4AM7","26"
"A4AMS3","26"
"A4DD","21"
"A4DD2","21"
"A4DP2","32"
"A4FF2","27"
"A4FF4","27"
"A642","27"
"A675","32"
"A676","22"
"A677","26"
"A678","26"
"A70E","27"
"A750","23"
"AA61","35"
"AAB1","49"
"AB1","21"
"AB2","21"
"ABC1","32"
"ABL1","34"
"AC100","22"
"AC101","22"
"AC102","22"
"AC2","22"
"AC50","22"
"AC701","22"
"AC761","22"
"ACH1_(1)","37"
"ACH1_(2)","37"
"ACSG4","24"
"AD100","23"
"AD101","23"
"AD102","23"
"AD1","23"
"AD1/350","23"
"AF100","26"
"AF2","26"
"AF3","26"
"AF7","26"
"AG4100","22"
"AG4101","22"
"AG495","22"
"AG5209","07"
"AG5210","07"
"AG5211","07"
"AG78","26"
"AGX2270","22"
"AGX56","22"
"AK1","30"
"AK2","30"
"AL1","27"
"AL2","27"
"AL3","27"
"AL4","27"
"AL4/375","27"
"AL495","22"
"AL5","27"
"AL5/375","27"
"AL60","27"
